,puma,wagp,agep,sex,serialno,pwgtp,st
1195,00106,0000000,16,1,340263,00055,06
1196,00106,0000000,39,2,340263,00063,06
1197,00106,0166000,45,1,340263,00042,06
1198,00106,0062000,35,1,341565,00069,06
1199,00106,0038000,33,1,341565,00145,06
1200,00106,,08,2,343357,00068,06
1201,00106,0037000,31,2,343357,00068,06
1202,00106,0042000,32,1,343357,00071,06
1203,00106,,05,2,343357,00070,06
1204,00106,0051000,51,2,346491,00062,06
1205,00106,0000000,53,1,346491,00072,06
1206,00106,,05,1,346937,00071,06
1207,00106,0049500,34,1,346937,00072,06
1208,00106,0098000,35,2,347434,00090,06
1209,00106,0058000,40,2,347434,00093,06
1210,00106,0000000,65,2,347434,00089,06
1211,00106,0058000,29,1,350792,00137,06
1212,00106,0000000,74,1,350977,00102,06
1213,00106,0000000,81,2,350977,00089,06
1214,00106,0000700,57,2,352548,00065,06
1215,00106,0035000,27,1,352548,00075,06
1216,00106,0060000,54,1,352548,00078,06
1217,00106,0100000,45,1,352792,00061,06
1218,00106,0060000,37,2,352792,00059,06
1219,00106,0012000,47,2,354801,00076,06
1220,00106,0000000,45,1,354801,00068,06
1221,00106,,12,2,354801,00068,06
1222,00106,0084000,60,1,355347,00081,06
1223,00106,0132000,64,2,355347,00062,06
1224,00106,0050000,29,2,355347,00129,06
1225,00106,0060000,56,2,35583,00101,06
1226,00106,,10,2,356062,00076,06
1227,00106,0005500,43,2,356062,00064,06
1228,00106,0145000,48,1,356062,00061,06
1229,00106,0006000,29,2,358083,00070,06
1230,00106,0015000,31,1,358083,00105,06
1231,00106,0000000,65,1,358279,00145,06
1232,00106,0015000,40,2,358701,00181,06
1233,00106,0126000,48,1,358701,00165,06
1234,00106,0032000,52,2,364324,00090,06
1235,00106,0000000,23,2,364324,00136,06
1236,00106,0015000,58,2,367273,00043,06
1237,00106,0025000,56,1,367273,00045,06
1238,00106,0000000,24,1,368237,00254,06
1239,00106,0000000,58,2,368237,00189,06
1240,00106,0057000,28,1,36856,00078,06
1241,00106,0060000,39,2,369084,00063,06
1242,00106,0070000,48,1,369084,00057,06
1243,00106,0017000,58,2,373745,00087,06
1244,00106,0025000,43,2,376331,00039,06
1245,00106,0105000,43,1,376331,00045,06
1246,00106,0000000,15,2,376331,00031,06
1247,00106,,11,2,376331,00045,06
1248,00106,,07,2,376331,00047,06
1249,00106,0050000,48,1,376584,00138,06
1250,00106,0025000,44,2,376584,00152,06
1251,00106,0000000,15,1,376584,00135,06
1252,00106,,14,1,376584,00163,06
1253,00106,0000000,17,2,377866,00071,06
1254,00106,0150000,58,2,377866,00062,06
1255,00106,0000000,59,1,377866,00067,06
1256,00106,0032000,45,2,378326,00089,06
1257,00106,0000000,20,1,378326,00186,06
1258,00106,0059000,57,2,378619,00069,06
1259,00106,0052000,60,1,378619,00074,06
1260,00106,0036000,66,2,379332,00040,06
1261,00106,0063000,66,1,379332,00041,06
1262,00106,0076000,65,2,380564,00068,06
1263,00106,0035000,65,1,380564,00075,06
1264,00106,0017000,73,2,380564,00089,06
1265,00106,0150000,40,2,381266,00056,06
1266,00106,0000000,15,2,381266,00062,06
1267,00106,0003000,20,2,381266,00058,06
1268,00106,0070000,54,2,382254,00056,06
1269,00106,0000000,50,1,382616,00244,06
1270,00106,,10,1,382616,00326,06
1271,00106,0000000,60,1,38307,00016,06
1272,00106,0000000,26,1,38347,00115,06
1273,00106,0000000,26,1,38347,00117,06
1274,00106,0045000,25,1,38347,00086,06
1275,00106,0031000,49,1,388473,00053,06
1276,00106,0056000,37,2,388473,00058,06
1277,00106,,03,2,388473,00060,06
1278,00106,,07,1,388473,00063,06
1279,00106,0000000,16,2,391102,00117,06
1280,00106,0004000,21,2,391102,00186,06
1281,00106,0050000,39,2,391102,00111,06
1282,00106,0050000,39,1,391102,00102,06
1283,00106,0110000,53,2,392326,00127,06
1284,00106,0000000,72,1,392326,00104,06
1285,00106,0132000,66,1,394750,00097,06
1286,00106,0000000,57,2,394750,00124,06
1287,00106,0000000,26,1,394750,00298,06
1288,00106,0000000,31,1,39506,00074,06
1289,00106,0046000,30,1,395572,00083,06
1290,00106,0010000,64,1,395572,00037,06
1291,00106,0000000,61,2,395572,00037,06
1292,00106,0042000,31,2,395685,00074,06
1293,00106,,02,2,395685,00075,06
1294,00106,,07,2,395685,00064,06
1295,00106,0067000,35,1,395685,00056,06
1296,00106,,00,1,396639,00204,06
1297,00106,,03,1,396639,00203,06
1298,00106,,09,2,396639,00168,06
1299,00106,0000000,31,2,396639,00195,06
1300,00106,0030000,35,1,396639,00190,06
1301,00106,,12,2,396639,00167,06
1302,00106,0095000,30,1,397985,00121,06
1303,00106,0074000,30,2,397985,00117,06
1304,00106,0009400,20,1,398806,00206,06
1305,00106,0000000,41,2,398806,00185,06
1306,00106,0040400,44,1,398806,00219,06
1307,00106,0000000,19,1,398806,00168,06
1308,00106,0012000,23,1,398806,00206,06
1309,00106,0087000,58,2,400979,00100,06
1310,00106,0100000,67,1,400979,00108,06
1311,00106,0024000,36,1,401350,00014,06
1312,00106,0050000,27,1,401384,00199,06
1313,00106,0070000,26,1,401384,00146,06
1314,00106,,07,1,402620,00158,06
1315,00106,0043500,34,1,402620,00185,06
1316,00106,0004000,63,1,402817,00053,06
1317,00106,0003500,60,1,40434,00057,06
1318,00106,0053000,61,2,40434,00058,06
1319,00106,0004800,19,1,405436,00124,06
1320,00106,0038000,23,2,405436,00181,06
1321,00106,0073000,49,1,405436,00128,06
1322,00106,0077000,52,2,405436,00117,06
1323,00106,0000000,81,1,405841,00093,06
1324,00106,0060000,33,2,406657,00097,06
1325,00106,,06,2,406657,00191,06
1326,00106,0023000,27,2,412436,00065,06
1327,00106,0026000,30,1,412436,00074,06
1328,00106,,11,1,412832,00130,06
1329,00106,0007000,36,2,412832,00122,06
1330,00106,0018000,39,1,412832,00115,06
1331,00106,,06,2,412832,00139,06
1332,00106,0001100,21,1,413728,00579,06
1333,00106,0010000,20,1,413728,00580,06
1334,00106,0130000,28,1,413728,00499,06
1335,00106,0000000,68,1,414617,00120,06
1336,00106,0000000,65,2,414617,00111,06
1337,00106,0000000,37,1,414699,00228,06
1338,00106,0052000,34,2,414699,00223,06
1339,00106,,12,2,414699,00225,06
1340,00106,,09,2,414699,00226,06
1341,00106,,14,2,414699,00227,06
1342,00106,0000000,65,2,415451,00070,06
1343,00106,0100000,38,1,417057,00088,06
1344,00106,0100000,43,2,417057,00084,06
1345,00106,,05,1,417057,00073,06
1346,00106,,08,1,419893,00067,06
1347,00106,0125000,46,1,419893,00072,06
1348,00106,0000000,56,2,419893,00061,06
1349,00106,0158000,45,1,420430,00034,06
1350,00106,0000000,48,2,420430,00040,06
1351,00106,0000000,76,2,421367,00046,06
1352,00106,0000000,78,1,421367,00056,06
1353,00106,0045000,29,2,421680,00277,06
1354,00106,0042000,30,1,421680,00408,06
1355,00106,,01,2,421680,00342,06
1356,00106,0000000,21,1,421680,00368,06
1357,00106,0040900,64,2,422135,00069,06
1358,00106,0042000,68,1,422224,00089,06
1359,00106,0003300,29,1,422224,00074,06
1360,00106,0008500,33,2,422224,00073,06
1361,00106,0000000,30,1,422224,00117,06
1362,00106,,06,1,424188,00135,06
1363,00106,0040000,31,2,424188,00088,06
1364,00106,0002500,17,2,426028,00118,06
1365,00106,0090000,48,1,426028,00141,06
1366,00106,0158000,51,2,426028,00190,06
1367,00106,0070000,61,1,426366,00128,06
1368,00106,0066000,55,2,426461,00127,06
1369,00106,0066000,56,1,426461,00126,06
1370,00106,0022500,26,1,426461,00196,06
1371,00106,,13,1,42697,00283,06
1372,00106,0018600,38,2,42697,00227,06
1373,00106,0000000,15,2,42697,00246,06
1374,00106,,06,1,42697,00284,06
1375,00106,0135000,50,2,427950,00071,06
1376,00106,0090000,55,1,427950,00059,06
1377,00106,0000000,18,2,427950,00068,06
1378,00106,0000000,15,1,427950,00063,06
1379,00106,0050000,53,2,42848,00075,06
1380,00106,0022800,48,1,432207,00073,06
1381,00106,0006000,49,2,432207,00083,06
1382,00106,0025000,22,1,432207,00096,06
1383,00106,0013600,21,2,432794,00062,06
1384,00106,0065000,22,1,432794,00060,06
1385,00106,0100000,51,2,434156,00133,06
1386,00106,0000000,89,2,434156,00163,06
1387,00106,,04,1,435126,00113,06
1388,00106,0000000,37,2,435126,00116,06
1389,00106,0104000,33,1,435126,00192,06
1390,00106,,03,2,435126,00142,06
1391,00106,0011000,25,1,435459,00069,06
1392,00106,0000000,59,2,435459,00060,06
1393,00106,0060000,58,1,435459,00059,06
1394,00106,0000000,56,2,435953,00176,06
1395,00106,0006000,22,2,435953,00295,06
1396,00106,0052000,33,2,437300,00227,06
1397,00106,,09,1,437300,00225,06
1398,00106,0000000,63,2,439106,00060,06
1399,00106,0038000,47,2,439870,00242,06
1400,00106,,13,1,439870,00137,06
1401,00106,0000000,85,2,439870,00097,06
1402,00106,,09,1,442354,00089,06
1403,00106,0040000,42,2,442354,00085,06
1404,00106,0130000,44,1,442354,00078,06
1405,00106,,13,2,442354,00096,06
1406,00106,0024000,66,1,4431,00060,06
1407,00106,0001400,58,2,4431,00066,06
1408,00106,0003000,59,1,444016,00066,06
1409,00106,0000000,67,1,444677,00015,06
1410,00106,0030000,62,2,447263,00100,06
1411,00106,0006000,28,2,447263,00163,06
1412,00106,0000000,70,1,447792,00053,06
1413,00106,0000000,48,1,447922,00016,06
1414,00106,0084000,56,1,450354,00130,06
1415,00106,0008000,23,1,450354,00168,06
1416,00106,0000000,48,2,450354,00188,06
1417,00106,0000000,65,2,452021,00053,06
1418,00106,0000000,58,2,452711,00100,06
1419,00106,0000000,65,1,452711,00106,06
1420,00106,0000000,16,1,453371,00067,06
1421,00106,0012500,22,2,453371,00042,06
1422,00106,0018700,21,2,453371,00086,06
1423,00106,0000000,44,1,453371,00124,06
1424,00106,0000000,42,2,453371,00125,06
1425,00106,0080000,42,2,45653,00146,06
1426,00106,0105000,38,1,45653,00105,06
1427,00106,0000000,34,2,456548,00060,06
1428,00106,,03,1,456548,00071,06
1429,00106,0110000,37,1,456548,00064,06
1430,00106,,03,2,459661,00066,06
1431,00106,0021100,31,2,459661,00070,06
1432,00106,0001300,53,2,459887,00886,06
1433,00106,0000000,59,1,459887,00731,06
1434,00106,0008000,73,1,459887,00338,06
1435,00106,0055000,30,2,462270,00085,06
1436,00106,0010000,21,2,465691,00129,06
1437,00106,0020000,48,2,465691,00165,06
1438,00106,0045000,56,2,465691,00112,06
1439,00106,0024000,53,1,465691,00160,06
1440,00106,0000000,85,2,465691,00137,06
1441,00106,0090000,31,2,46779,00033,06
1442,00106,0000000,30,1,46779,00045,06
1443,00106,0000000,25,2,470659,00076,06
1444,00106,0000000,50,2,470659,00072,06
1445,00106,0024000,48,1,470659,00062,06
1446,00106,0018000,23,2,470659,00067,06
1447,00106,0150000,37,1,471518,00072,06
1448,00106,,06,2,471518,00087,06
1449,00106,,08,1,471518,00081,06
1450,00106,0040000,33,2,471518,00080,06
1451,00106,0000000,32,2,473122,00067,06
1452,00106,,01,1,473122,00067,06
1453,00106,,03,1,473122,00067,06
1454,00106,0367000,35,1,473122,00067,06
1455,00106,0002000,39,2,47329,00118,06
1456,00106,0000000,15,1,47329,00115,06
1457,00106,,07,1,47329,00137,06
1458,00106,,09,2,47329,00153,06
1459,00106,,10,1,47329,00138,06
1460,00106,0030000,39,1,47329,00116,06
1461,00106,0000000,75,2,473939,00063,06
1462,00106,,14,2,474023,00104,06
1463,00106,0080000,43,2,474023,00078,06
1464,00106,0000000,71,2,474023,00073,06
1465,00106,0000000,73,1,474023,00081,06
1466,00106,0000000,18,2,474023,00078,06
1467,00106,0000000,62,1,476663,00105,06
1468,00106,0114000,62,2,476712,00051,06
1469,00106,0015000,39,2,47692,00075,06
1470,00106,0045000,29,2,47692,00113,06
1471,00106,0000000,52,1,47692,00070,06
1472,00106,0012000,22,2,47692,00076,06
1473,00106,0011500,60,2,47692,00069,06
1474,00106,0057000,63,2,480063,00091,06
1475,00106,0000000,66,1,480063,00086,06
1476,00106,0083000,44,1,480579,00065,06
1477,00106,0000000,17,1,480579,00129,06
1478,00106,0024000,21,2,480579,00139,06
1479,00106,0001200,35,2,480716,00147,06
1480,00106,0007700,50,1,480716,00105,06
1481,00106,0040000,54,2,481201,00182,06
1482,00106,0001000,28,2,481201,00298,06
1483,00106,0014000,59,1,481201,00211,06
1484,00106,0000000,81,2,481651,00133,06
1485,00106,0000000,86,2,484506,00010,06
1486,00106,0000000,42,2,486769,00066,06
1487,00106,0000000,17,2,486769,00070,06
1488,00106,0000000,18,2,486769,00082,06
1489,00106,,06,2,486769,00077,06
1490,00106,,09,2,486769,00077,06
1491,00106,0056000,46,1,486769,00077,06
1492,00106,,11,2,486769,00076,06
1493,00106,0000000,75,2,487130,00071,06
1494,00106,0015000,61,1,487397,00064,06
1495,00106,0019000,58,2,487397,00064,06
1496,00106,,02,2,488074,00062,06
1497,00106,0035000,27,1,488074,00086,06
1498,00106,0040000,27,2,488074,00052,06
1499,00106,0100000,32,2,488694,00186,06
1500,00106,0000000,32,1,488694,00133,06
1501,00106,0045000,27,1,492150,00086,06
1502,00106,0030000,26,2,492150,00100,06
1503,00106,0030000,26,2,492150,00054,06
1504,00106,0000000,57,1,492516,00118,06
1505,00106,0026000,34,1,492516,00168,06
1506,00106,0018000,32,1,492516,00084,06
1507,00106,0000000,83,2,493417,00103,06
1508,00106,0116000,59,2,493417,00067,06
1509,00106,0010000,60,2,493417,00133,06
1510,00106,0000000,94,2,493831,00055,06
1511,00106,,02,1,495311,00152,06
1512,00106,,00,2,495311,00133,06
1513,00106,0010000,32,1,495311,00177,06
1514,00106,0000000,26,2,495311,00221,06
1515,00106,,07,2,495311,00246,06
1516,00106,0025000,45,1,496944,00113,06
1517,00106,0000000,16,2,497561,00191,06
1518,00106,,13,1,497561,00206,06
1519,00106,0060000,62,1,497561,00223,06
1520,00106,0100000,49,2,497561,00238,06
1521,00106,0000000,75,2,497852,00063,06
1522,00106,0000000,84,2,498448,00234,06
1523,00106,0098000,29,1,499676,00145,06
1524,00106,0075000,27,2,499676,00089,06
1525,00106,,00,2,499676,00108,06
1526,00106,0045000,52,2,502108,00061,06
1527,00106,0016000,57,1,502108,00073,06
1528,00106,0000000,69,1,504639,00061,06
1529,00106,0040000,60,1,506532,00091,06
1530,00106,0031200,68,2,50910,00207,06
1531,00106,0090000,42,1,509936,00085,06
1532,00106,0000000,38,2,509936,00069,06
1533,00106,,12,1,509936,00084,06
1534,00106,0000000,85,2,510103,00030,06
1535,00106,0042000,55,1,510103,00079,06
1536,00106,0000000,41,2,511218,00180,06
1537,00106,0100000,48,1,511218,00162,06
1538,00106,0000000,74,2,511218,00093,06
1539,00106,0020000,43,2,511272,00063,06
1540,00106,0000000,33,1,511272,00088,06
1541,00106,0009000,21,1,511272,00116,06
1542,00106,0010000,19,1,511272,00094,06
1543,00106,0005000,17,1,511272,00066,06
1544,00106,0012000,74,2,511671,00064,06
1545,00106,0000240,16,2,511747,00257,06
1546,00106,0084000,48,2,511747,00315,06
1547,00106,0023100,52,1,512416,00064,06
1548,00106,0040000,59,2,51255,00033,06
1549,00106,0080000,61,1,51255,00059,06
1550,00106,0035000,52,1,515043,00133,06
1551,00106,0030000,20,2,515043,00173,06
1552,00106,,05,1,515405,00089,06
1553,00106,0000000,34,2,515405,00071,06
1554,00106,,09,1,515405,00089,06
1555,00106,,03,1,515405,00082,06
1556,00106,0004800,44,1,515405,00108,06
1557,00106,0090000,29,1,515782,00068,06
1558,00106,0000000,29,2,515782,00051,06
1559,00106,,00,1,515782,00072,06
1560,00106,0093000,40,1,516134,00201,06
1561,00106,0000000,67,2,516952,00062,06
1562,00106,0000000,70,2,519746,00057,06
1563,00106,0000000,55,2,519870,00102,06
1564,00106,0009000,22,1,519870,00112,06
1565,00106,0004600,45,2,52180,00102,06
1566,00106,0131000,48,1,52180,00092,06
1567,00106,,10,1,52180,00107,06
1568,00106,,05,1,52180,00107,06
1569,00106,0090000,42,1,522247,00080,06
1570,00106,,09,2,522247,00072,06
1571,00106,0075000,43,2,522247,00064,06
1572,00106,,11,1,522247,00077,06
1573,00106,0012900,71,2,522821,00057,06
1574,00106,0060000,33,2,525456,00089,06
1575,00106,0080000,34,1,525456,00084,06
1576,00106,0025000,28,1,526172,00075,06
1577,00106,0000000,53,2,526172,00069,06
1578,00106,0000000,24,2,530669,00085,06
1579,00106,0000000,56,1,530992,00077,06
1580,00106,0003000,36,2,531209,00054,06
1581,00106,0000000,20,2,531209,00064,06
1582,00106,0000000,53,2,531566,00080,06
1583,00106,0006400,54,1,531566,00068,06
1584,00106,0004200,24,1,531566,00127,06
1585,00106,0030000,30,2,532412,00070,06
1586,00106,0100000,29,1,532412,00082,06
1587,00106,0000000,73,2,536997,00006,06
1588,00106,0040000,36,2,537240,00060,06
1589,00106,0000000,44,1,5379,00049,06
1590,00106,0000000,82,2,538135,00050,06
1591,00106,0000000,57,2,540320,00012,06
1592,00106,0000000,67,1,542598,00217,06
1593,00106,0000000,67,2,542598,00231,06
1594,00106,0065000,37,1,542598,00224,06
1595,00106,0000000,15,1,542598,00220,06
1596,00106,,10,2,542598,00197,06
1597,00106,0056000,40,2,542598,00181,06
1598,00106,0029800,50,1,546550,00104,06
1599,00106,0075000,64,2,54696,00041,06
1600,00106,0074000,53,1,547874,00251,06
1601,00106,0072000,56,2,547874,00233,06
1602,00106,0000000,71,2,548470,00103,06
1603,00106,0002200,56,2,552014,00112,06
1604,00106,0024200,49,2,555585,00077,06
1605,00106,0000800,64,2,556393,00062,06
1606,00106,0367000,60,1,55793,00051,06
1607,00106,0367000,58,2,55793,00065,06
1608,00106,0048000,41,1,558711,00071,06
1609,00106,0000000,58,2,558711,00063,06
1610,00106,0000000,19,2,558711,00046,06
1611,00106,,00,1,558711,00074,06
1612,00106,,11,1,558711,00067,06
1613,00106,0004000,19,1,558711,00061,06
1614,00106,0030000,48,2,558711,00066,06
1615,00106,0000000,65,2,559648,00145,06
1616,00106,0024000,68,1,559648,00183,06
1617,00106,0000000,62,2,559971,00064,06
1618,00106,0054000,38,1,559971,00086,06
1619,00106,0165000,51,1,562813,00191,06
1620,00106,0018000,74,2,562813,00092,06
1621,00106,0010000,17,2,562813,00075,06
1622,00106,0007000,61,2,563334,00100,06
1623,00106,0000000,62,1,563334,00103,06
1624,00106,0000000,29,2,563334,00160,06
1625,00106,0000000,17,1,563848,00104,06
1626,00106,,14,1,563848,00122,06
1627,00106,0070000,37,2,563848,00114,06
1628,00106,0005000,29,1,564004,00059,06
1629,00106,,00,1,564004,00070,06
1630,00106,0145000,29,2,564004,00108,06
1631,00106,0000000,35,2,564549,00057,06
1632,00106,0010000,27,1,566864,00127,06
1633,00106,0000000,84,2,566864,00126,06
1634,00106,0032000,58,2,566864,00080,06
1635,00106,0000000,15,2,566864,00076,06
1636,00106,0060000,51,2,566864,00087,06
1637,00106,0000000,70,1,566864,00088,06
1638,00106,,02,2,567211,00061,06
1639,00106,0050000,32,2,567211,00069,06
1640,00106,0080000,31,1,567211,00073,06
1641,00106,,00,2,567211,00061,06
1642,00106,0000000,69,2,567765,00078,06
1643,00106,0020000,72,1,567765,00083,06
1644,00106,0055000,64,1,571408,00222,06
1645,00106,0045000,61,2,571408,00194,06
1646,00106,0000000,84,2,57202,00111,06
1647,00106,0000000,85,1,57202,00104,06
1648,00106,0015400,35,2,57453,00174,06
1649,00106,,05,1,57453,00207,06
1650,00106,,08,1,57453,00208,06
1651,00106,0000000,15,1,57453,00210,06
1652,00106,0008600,44,1,57453,00215,06
1653,00106,0006000,68,2,57461,00045,06
1654,00106,0000000,59,2,575980,00221,06
1655,00106,0045000,27,1,575980,00196,06
1656,00106,0000000,62,1,575980,00224,06
1657,00106,0020000,64,2,576038,00066,06
1658,00106,0000000,94,2,576471,00057,06
1659,00106,0000000,69,2,576471,00036,06
1660,00106,0027000,75,1,576471,00039,06
1661,00106,0073000,58,2,577570,00060,06
1662,00106,0025000,44,1,579671,00091,06
1663,00106,,00,2,579671,00085,06
1664,00106,,09,1,579671,00087,06
1665,00106,,13,2,579671,00081,06
1666,00106,0040000,37,2,579671,00073,06
1667,00106,0000000,50,2,580079,00243,06
1668,00106,0060000,50,1,580079,00218,06
1669,00106,,05,2,581613,00219,06
1670,00106,0055000,29,2,581613,00117,06
1671,00106,0060000,52,1,582406,00115,06
1672,00106,,06,1,583645,00105,06
1673,00106,,08,2,583645,00083,06
1674,00106,0021000,33,1,583645,00129,06
1675,00106,0027000,29,2,583645,00094,06
1676,00106,0040300,37,1,584103,00073,06
1677,00106,0062000,33,2,584103,00074,06
1678,00106,,05,2,584103,00065,06
1679,00106,,12,1,584103,00070,06
1680,00106,0055000,60,1,584345,00119,06
1681,00106,0065000,54,2,584345,00113,06
1682,00106,0002500,23,1,584345,00155,06
1683,00106,0012800,25,1,585074,00175,06
1684,00106,0000000,66,2,585074,00068,06
1685,00106,0000000,66,1,585074,00057,06
1686,00106,0010000,59,2,585375,00068,06
1687,00106,,05,1,585406,00172,06
1688,00106,,00,1,585406,00191,06
1689,00106,0050000,29,1,585406,00193,06
1690,00106,0011100,30,2,585406,00183,06
1691,00106,0000000,35,2,586384,00488,06
1692,00106,0055000,48,2,586384,00361,06
1693,00106,0000000,87,2,587372,00072,06
1694,00106,0028600,49,2,587372,00073,06
1695,00106,0025000,53,1,587412,00068,06
1696,00106,0012000,50,2,587412,00060,06
1697,00106,0000000,16,1,592166,00053,06
1698,00106,0006000,55,1,592166,00065,06
1699,00106,0001200,53,2,592166,00056,06
1700,00106,0000000,34,1,593055,00257,06
1701,00106,0040300,47,1,593055,00106,06
1702,00106,0040700,44,2,593055,00113,06
1703,00106,0000000,39,2,593356,00181,06
1704,00106,0042000,38,1,593356,00229,06
1705,00106,,02,1,593356,00242,06
1706,00106,0000000,15,2,593356,00190,06
1707,00106,0000000,72,2,594993,00117,06
1708,00106,0100000,55,1,594993,00067,06
1709,00106,0055000,55,2,594993,00065,06
1710,00106,0000000,21,1,594993,00068,06
1711,00106,0000000,84,1,595818,00081,06
1712,00106,,10,1,596669,00078,06
1713,00106,0090000,43,2,596669,00090,06
1714,00106,0030000,37,1,596669,00095,06
1715,00106,0050000,24,1,598458,00033,06
1716,00106,0006000,24,1,598458,00066,06
1717,00106,0008000,26,1,598458,00153,06
1718,00106,,12,1,599894,00072,06
1719,00106,,14,2,599894,00067,06
1720,00106,0000000,44,2,599894,00060,06
1721,00106,0012500,51,1,599894,00057,06
1722,00106,0000000,55,1,600610,00074,06
1723,00106,,12,1,600610,00072,06
1724,00106,0000000,16,1,600610,00061,06
1725,00106,0000000,51,2,600610,00065,06
1726,00106,0000000,55,1,600931,00116,06
1727,00106,,10,1,600931,00138,06
1728,00106,0000000,53,2,600931,00160,06
1729,00106,0032000,52,1,601369,00091,06
1730,00106,0000000,58,2,601369,00091,06
1731,00106,0034000,57,2,607004,00049,06
1732,00106,0000000,69,1,60970,00063,06
1733,00106,0000000,65,2,60970,00060,06
1734,00106,0019000,23,2,60970,00070,06
1735,00106,,01,2,612284,00079,06
1736,00106,0077000,31,1,612284,00107,06
1737,00106,0068000,29,2,612284,00074,06
1738,00106,0000000,73,2,613826,00203,06
1739,00106,0090000,50,2,613826,00102,06
1740,00106,0090000,48,1,613826,00097,06
1741,00106,0015000,24,1,614926,00070,06
1742,00106,0000000,60,2,614926,00064,06
1743,00106,0000000,82,2,616239,00110,06
1744,00106,0030200,32,1,616239,00116,06
1745,00106,0000000,31,2,616239,00082,06
1746,00106,,01,1,616239,00085,06
1747,00106,0068000,35,1,617726,00144,06
1748,00106,0048000,33,1,619691,00086,06
1749,00106,,03,2,619691,00064,06
1750,00106,0030000,47,1,620128,00115,06
1751,00106,0000000,94,2,620434,00015,06
1752,00106,0000000,64,1,62062,00064,06
1753,00106,0000000,87,2,623627,00051,06
1754,00106,0030000,54,2,623627,00038,06
1755,00106,0030000,53,1,623627,00042,06
1756,00106,0005800,24,2,623627,00060,06
1757,00106,0000000,66,2,624040,00067,06
1758,00106,0012000,52,1,624861,00073,06
1759,00106,0000000,85,2,624861,00079,06
1760,00106,0000000,60,2,625691,00105,06
1761,00106,0110000,63,1,625691,00106,06
1762,00106,0000000,88,1,625939,00018,06
1763,00106,0030000,54,2,629216,00051,06
1764,00106,0000000,40,2,632135,00042,06
1765,00106,0483000,45,2,632135,00044,06
1766,00106,,05,2,632135,00046,06
1767,00106,0003000,27,2,634746,00095,06
1768,00106,0022000,26,1,634746,00156,06
1769,00106,,06,2,636690,00057,06
1770,00106,0023000,25,2,636690,00061,06
1771,00106,0025000,27,1,636690,00059,06
1772,00106,,00,1,636690,00060,06
1773,00106,0012000,37,1,638306,00086,06
1774,00106,,01,1,638306,00065,06
1775,00106,0003900,37,2,638306,00083,06
1776,00106,,08,1,638656,00060,06
1777,00106,0000000,61,1,638656,00074,06
1778,00106,0090000,61,2,638656,00049,06
1779,00106,0002100,28,2,638656,00065,06
1780,00106,0000000,59,1,639313,00309,06
1781,00106,0046000,55,2,639602,00096,06
1782,00106,0000300,17,2,639602,00104,06
1783,00106,,13,1,639602,00130,06
1784,00106,0019000,28,1,639602,00198,06
1785,00106,0040000,63,2,641388,00059,06
1786,00106,0000000,70,1,642645,00087,06
1787,00106,0000000,67,2,642645,00072,06
1788,00106,0013000,64,2,643736,00038,06
1789,00106,0000000,65,1,643736,00032,06
